milk_id,timestamp,storage_hours,current_temperature_c,avg_temperature_c,min_temperature_c,max_temperature_c,temperature_std_c,time_above_6c_hours,time_above_8c_hours,num_temperature_excursions,longest_excursion_hours,cumulative_temperature_exposure,temperature_trend,remaining_shelf_life_hours,safety_status
MILK_07103,2026-08-23T21:00:00,126,2.26,2.23,1.98,3.02,0.62,0,0,0,0,280.74,1.1911,0.0,UNSAFE
MILK_07104,2026-08-12T02:00:00,120,2.91,2.63,2.11,2.94,2.38,0,0,0,0,315.28,-0.2625,45.57,SAFE
MILK_07105,2026-08-26T22:00:00,10,5.84,5.15,4.34,6.76,0.29,4,0,1,3,51.53,0.1315,71.93,CAUTION
MILK_07106,2026-08-03T13:00:00,44,5.33,4.72,4.15,5.67,0.83,0,0,0,0,207.89,-1.0863,63.43,CAUTION
MILK_07107,2026-08-15T12:00:00,17,1.62,1.81,0.87,2.17,0.63,0,0,0,0,30.83,-0.5808,137.21,SAFE
MILK_07108,2026-08-03T12:00:00,51,5.99,6.38,5.13,6.82,1.6,28,0,2,25,325.4,0.4392,81.58,CAUTION
MILK_07109,2026-08-17T15:00:00,81,11.77,6.23,4.25,11.92,0.94,22,20,3,5,504.55,-0.372,67.19,UNSAFE
MILK_07110,2026-08-08T20:00:00,109,1.33,1.72,1.06,2.15,1.35,0,0,0,0,187.73,-1.4066,57.0,SAFE
MILK_07111,2026-08-17T14:00:00,54,1.55,1.26,0.82,1.71,0.76,0,0,0,0,68.13,0.9213,81.44,SAFE
MILK_07112,2026-08-19T02:00:00,76,1.38,1.38,0.97,1.77,2.44,0,0,0,0,104.68,0.1825,69.96,SAFE
MILK_07113,2026-08-30T03:00:00,102,1.29,1.17,0.56,2.06,1.33,0,0,0,0,119.41,0.043,24.4,SAFE
MILK_07114,2026-08-15T06:00:00,99,3.72,4.05,3.44,4.59,0.83,0,0,0,0,400.49,-0.733,28.42,SAFE
MILK_07115,2026-08-08T14:00:00,128,23.05,19.71,16.11,23.64,1.74,60,2,3,54,2523.18,0.9728,0.0,UNSAFE
MILK_07116,2026-08-05T00:00:00,8,3.2,3.59,2.63,4.16,1.79,0,0,0,0,28.74,0.9707,137.27,SAFE
MILK_07117,2026-08-28T00:00:00,61,3.61,3.52,2.77,3.65,0.2,0,0,0,0,214.77,-0.8329,27.87,SAFE
MILK_07118,2026-08-29T19:00:00,149,3.76,3.51,3.31,4.7,0.12,0,0,0,0,523.73,1.0761,0.0,UNSAFE
MILK_07119,2026-08-08T09:00:00,121,5.53,5.29,3.37,6.46,0.91,30,0,2,29,639.63,1.2222,0.0,UNSAFE
MILK_07120,2026-08-23T05:00:00,101,2.15,1.73,1.16,2.82,1.17,0,0,0,0,174.57,0.7858,30.19,SAFE
MILK_07121,2026-08-16T07:00:00,60,5.18,5.15,3.89,6.16,2.47,27,0,2,1,309.15,0.6788,17.69,CAUTION
MILK_07122,2026-08-07T20:00:00,166,6.94,5.99,4.4,7.58,2.4,36,0,2,19,994.92,0.6925,0.0,UNSAFE
MILK_07123,2026-08-15T10:00:00,154,0.92,1.2,0.74,2.09,1.89,0,0,0,0,185.3,-0.6322,0.0,UNSAFE
MILK_07124,2026-08-01T18:00:00,142,24.6,19.03,15.99,26.25,1.98,4,3,4,3,2701.79,1.049,0.0,UNSAFE
MILK_07125,2026-08-10T00:00:00,33,3.4,2.95,2.78,4.07,2.27,0,0,0,0,97.51,-1.482,77.48,SAFE
MILK_07126,2026-08-28T17:00:00,42,7.05,4.06,1.77,8.86,0.92,13,9,1,9,170.73,-0.1898,42.44,UNSAFE
MILK_07127,2026-08-18T07:00:00,161,1.54,1.34,0.81,2.61,2.23,0,0,0,0,216.5,-0.3815,0.0,UNSAFE
MILK_07128,2026-08-16T01:00:00,35,23.4,20.36,15.95,23.75,1.2,15,1,2,8,712.7,1.308,0.0,UNSAFE
MILK_07129,2026-08-26T15:00:00,45,4.59,4.12,3.11,5.2,1.95,0,0,0,0,185.5,0.808,58.92,CAUTION
MILK_07130,2026-08-19T12:00:00,85,2.19,2.55,1.56,3.45,1.04,0,0,0,0,216.53,0.7906,25.57,SAFE
MILK_07131,2026-08-05T06:00:00,157,10.76,7.7,4.92,11.82,1.29,29,17,1,25,1208.58,-0.9945,0.0,UNSAFE
MILK_07132,2026-08-27T08:00:00,14,22.32,22.31,17.96,23.61,1.86,11,7,2,8,312.31,0.0743,0.0,UNSAFE
MILK_07133,2026-08-27T18:00:00,65,1.42,1.25,0.31,1.42,1.79,0,0,0,0,81.28,1.3608,91.63,SAFE
MILK_07134,2026-08-07T21:00:00,61,2.43,2.54,1.66,3.74,0.8,0,0,0,0,154.81,0.0412,40.3,SAFE
MILK_07135,2026-08-20T21:00:00,27,3.79,3.36,3.07,3.98,1.94,0,0,0,0,90.67,-0.2854,63.7,SAFE
MILK_07136,2026-08-02T02:00:00,14,10.85,4.08,1.86,13.5,0.81,4,3,1,1,57.18,-1.3755,137.25,UNSAFE
MILK_07137,2026-08-09T09:00:00,69,2.33,2.05,1.71,3.45,0.77,0,0,0,0,141.67,0.7465,86.0,SAFE
MILK_07138,2026-08-04T17:00:00,114,3.71,3.81,3.53,3.92,2.5,0,0,0,0,434.78,-1.3029,0.0,UNSAFE
MILK_07139,2026-08-25T01:00:00,160,2.38,2.13,1.57,2.28,0.62,0,0,0,0,341.32,1.4963,0.0,UNSAFE
MILK_07140,2026-08-25T07:00:00,28,5.0,5.26,4.5,5.73,0.65,0,0,0,0,147.25,-0.3505,84.1,CAUTION
MILK_07141,2026-08-18T07:00:00,126,1.58,1.91,1.59,2.09,0.74,0,0,0,0,240.95,0.3136,4.4,SAFE
MILK_07142,2026-08-16T18:00:00,35,0.79,1.27,0.55,1.38,0.91,0,0,0,0,44.37,-0.6113,58.46,SAFE
MILK_07143,2026-08-19T10:00:00,97,1.22,0.73,-0.07,1.44,2.44,0,0,0,0,70.55,-1.0337,25.11,SAFE
MILK_07144,2026-08-05T03:00:00,162,1.38,1.62,1.2,1.89,2.47,0,0,0,0,261.91,1.4873,0.0,UNSAFE
MILK_07145,2026-08-09T08:00:00,143,4.3,3.88,2.32,5.18,2.11,0,0,0,0,555.35,1.4225,21.45,CAUTION
MILK_07146,2026-08-25T14:00:00,56,4.84,4.49,3.68,5.72,0.8,0,0,0,0,251.34,-1.4558,31.38,CAUTION
MILK_07147,2026-08-26T20:00:00,97,6.86,4.77,2.2,7.35,2.37,10,0,3,1,462.88,-0.1676,4.05,UNSAFE
MILK_07148,2026-08-06T04:00:00,87,4.95,5.19,4.46,5.32,0.96,0,0,0,0,451.51,-0.1971,35.39,CAUTION
MILK_07149,2026-08-23T01:00:00,157,3.55,3.48,2.6,3.88,0.34,0,0,0,0,545.6,1.1754,0.0,UNSAFE
MILK_07150,2026-08-11T23:00:00,141,22.93,20.3,16.81,23.9,2.18,22,1,3,21,2862.21,1.3954,0.0,UNSAFE
MILK_07151,2026-08-05T11:00:00,74,1.61,1.8,1.2,3.04,1.07,0,0,0,0,133.33,0.4469,65.98,SAFE
MILK_07152,2026-08-12T23:00:00,109,1.93,1.62,1.49,1.78,2.23,0,0,0,0,176.86,-0.0802,12.45,SAFE
MILK_07153,2026-08-28T03:00:00,161,2.51,2.96,2.4,4.04,1.55,0,0,0,0,477.3,-0.5846,0.0,UNSAFE
MILK_07154,2026-08-04T10:00:00,122,0.62,0.99,0.74,1.9,1.7,0,0,0,0,120.39,0.1371,5.24,SAFE
MILK_07155,2026-08-25T21:00:00,51,2.14,1.89,1.72,2.69,0.71,0,0,0,0,96.16,0.5955,53.25,SAFE
MILK_07156,2026-08-23T21:00:00,97,1.93,2.3,1.4,2.88,0.54,0,0,0,0,223.09,-1.4112,33.49,SAFE
MILK_07157,2026-08-09T20:00:00,77,4.92,4.47,3.0,5.61,2.15,0,0,0,0,344.17,-0.4958,84.29,CAUTION
MILK_07158,2026-08-15T01:00:00,157,3.46,3.29,2.32,4.45,0.71,0,0,0,0,517.16,0.8777,0.0,UNSAFE
MILK_07159,2026-08-27T18:00:00,131,2.38,2.56,1.97,3.01,0.13,0,0,0,0,335.43,0.3184,0.0,UNSAFE
MILK_07160,2026-08-24T01:00:00,159,3.14,3.23,2.54,3.95,0.38,0,0,0,0,513.05,-0.1643,0.0,UNSAFE
MILK_07161,2026-08-19T10:00:00,5,5.4,4.53,2.86,5.55,1.41,0,0,0,0,22.63,-1.4605,144.57,CAUTION
MILK_07162,2026-08-21T00:00:00,87,5.87,6.23,5.23,6.66,0.64,12,0,1,4,542.21,-0.3044,19.67,CAUTION
MILK_07163,2026-08-12T07:00:00,32,2.31,2.3,1.88,2.7,0.93,0,0,0,0,73.74,0.5215,86.85,SAFE
MILK_07164,2026-08-28T08:00:00,42,2.39,2.3,1.61,2.65,0.5,0,0,0,0,96.52,-0.7436,96.74,SAFE
MILK_07165,2026-08-14T17:00:00,91,0.72,0.69,-0.07,2.08,0.16,0,0,0,0,63.17,0.003,29.45,SAFE
MILK_07166,2026-08-19T01:00:00,53,3.08,2.97,2.53,3.69,2.4,0,0,0,0,157.24,-0.8123,40.91,SAFE
MILK_07167,2026-08-22T16:00:00,130,0.55,0.68,0.11,1.23,1.66,0,0,0,0,88.44,-1.4029,31.15,SAFE
MILK_07168,2026-08-21T07:00:00,162,24.08,18.95,16.12,24.52,1.22,25,16,2,20,3069.62,1.0436,0.0,UNSAFE
MILK_07169,2026-08-16T13:00:00,100,2.07,2.1,1.77,3.59,0.68,0,0,0,0,209.78,0.8422,20.37,SAFE
MILK_07170,2026-08-04T04:00:00,79,22.11,18.37,14.17,23.54,0.55,71,51,1,10,1451.38,-0.1686,0.0,UNSAFE
MILK_07171,2026-08-17T15:00:00,120,9.38,4.4,2.4,11.47,1.84,62,43,3,37,528.44,-0.4411,35.58,UNSAFE
MILK_07172,2026-08-16T19:00:00,67,1.84,1.89,1.65,3.31,0.2,0,0,0,0,126.39,1.1437,55.45,SAFE
MILK_07173,2026-08-17T11:00:00,156,1.96,2.11,1.68,3.0,0.51,0,0,0,0,328.93,0.5485,6.18,SAFE
MILK_07174,2026-08-30T17:00:00,115,2.37,2.38,2.21,3.2,1.36,0,0,0,0,273.79,-1.2856,40.44,SAFE
MILK_07175,2026-08-05T04:00:00,58,7.74,7.74,4.8,10.18,0.13,47,35,3,31,448.81,-1.1922,20.11,UNSAFE
MILK_07176,2026-08-09T22:00:00,45,1.51,1.96,1.64,2.18,2.01,0,0,0,0,88.13,-1.3518,109.44,SAFE
MILK_07177,2026-08-30T01:00:00,10,23.26,18.15,15.23,23.95,1.64,1,1,1,1,181.45,-0.05,0.0,UNSAFE
MILK_07178,2026-08-26T16:00:00,96,11.19,6.79,4.14,12.27,0.52,46,23,3,35,652.12,0.0712,0.0,UNSAFE
MILK_07179,2026-08-11T04:00:00,64,5.29,5.03,4.44,5.76,1.72,0,0,0,0,322.02,0.8525,50.51,CAUTION
MILK_07180,2026-08-07T22:00:00,3,3.55,3.3,2.91,4.46,1.16,0,0,0,0,9.89,1.1578,81.39,SAFE
MILK_07181,2026-08-10T22:00:00,69,7.98,5.15,3.38,10.37,0.13,15,14,1,8,355.66,-0.4399,20.92,UNSAFE
MILK_07182,2026-08-17T13:00:00,37,1.58,1.92,1.15,3.36,1.9,0,0,0,0,70.99,-0.5942,105.53,SAFE
MILK_07183,2026-08-03T21:00:00,12,0.54,0.74,-0.16,1.04,0.19,0,0,0,0,8.92,1.3241,145.13,SAFE
MILK_07184,2026-08-16T20:00:00,144,8.57,7.36,5.42,9.14,0.83,4,1,1,3,1059.73,-0.7331,0.0,UNSAFE
MILK_07185,2026-08-08T19:00:00,19,1.41,0.99,0.19,2.01,1.19,0,0,0,0,18.8,1.1668,80.47,SAFE
MILK_07186,2026-08-26T04:00:00,123,1.58,2.03,1.12,2.21,2.38,0,0,0,0,249.48,-1.3134,0.0,UNSAFE
MILK_07187,2026-08-08T12:00:00,85,0.63,0.67,0.55,1.26,0.51,0,0,0,0,56.92,0.027,0.0,UNSAFE
MILK_07188,2026-08-01T12:00:00,91,1.29,0.96,0.08,1.7,1.1,0,0,0,0,87.41,-1.1628,69.59,SAFE
MILK_07189,2026-08-09T10:00:00,63,24.05,22.84,19.22,24.26,2.19,24,21,3,4,1438.61,1.1587,0.0,UNSAFE
MILK_07190,2026-08-17T22:00:00,20,5.42,4.86,4.06,6.32,0.95,17,0,4,11,97.28,-0.5345,88.75,CAUTION
MILK_07191,2026-08-20T15:00:00,104,0.53,0.24,-0.69,1.45,1.42,0,0,0,0,25.41,-0.7141,0.0,UNSAFE
MILK_07192,2026-08-09T11:00:00,21,1.33,0.99,0.3,2.46,0.96,0,0,0,0,20.89,0.6777,126.89,SAFE
MILK_07193,2026-08-16T14:00:00,25,8.45,4.52,3.22,8.48,2.38,21,18,1,13,112.93,0.856,93.71,UNSAFE
MILK_07194,2026-08-27T07:00:00,11,22.25,20.21,18.04,22.36,0.58,3,2,1,2,222.29,1.1831,0.0,UNSAFE
MILK_07195,2026-08-15T01:00:00,11,3.16,3.54,2.95,3.97,1.63,0,0,0,0,38.95,-0.0059,67.54,SAFE
MILK_07196,2026-08-16T15:00:00,57,5.12,5.61,5.1,5.99,1.39,0,0,0,0,319.62,0.9144,53.27,CAUTION
MILK_07197,2026-08-25T12:00:00,66,10.96,7.65,5.94,11.16,1.52,60,52,3,39,504.83,1.1047,12.21,UNSAFE
MILK_07198,2026-08-25T18:00:00,44,5.88,5.64,3.8,5.97,2.3,0,0,0,0,248.3,0.8744,104.11,CAUTION
MILK_07199,2026-08-08T10:00:00,160,2.58,2.38,1.88,3.87,0.13,0,0,0,0,380.03,1.2773,0.0,UNSAFE
MILK_07200,2026-08-15T23:00:00,133,22.61,19.39,16.91,22.96,0.16,46,2,2,17,2579.08,1.241,0.0,UNSAFE
MILK_07201,2026-08-26T19:00:00,11,4.95,5.17,4.05,5.58,0.42,0,0,0,0,56.83,-1.4961,84.41,CAUTION
MILK_07202,2026-08-08T13:00:00,51,0.53,0.82,0.37,1.84,2.28,0,0,0,0,41.77,0.5297,100.27,SAFE
MILK_07203,2026-08-08T11:00:00,105,1.01,0.87,-0.02,1.89,2.04,0,0,0,0,90.96,-0.6697,61.26,SAFE
MILK_07204,2026-08-12T08:00:00,95,5.33,4.7,3.8,6.26,0.96,69,0,1,20,446.47,-0.9865,0.0,UNSAFE
MILK_07205,2026-08-15T11:00:00,94,2.66,2.72,1.8,3.99,1.7,0,0,0,0,255.23,0.2416,25.55,SAFE
MILK_07206,2026-08-17T06:00:00,58,5.09,5.55,3.63,5.99,0.55,0,0,0,0,321.83,0.1621,20.56,CAUTION
MILK_07207,2026-08-24T20:00:00,62,2.61,2.2,1.26,2.74,2.05,0,0,0,0,136.34,1.3418,62.92,SAFE
MILK_07208,2026-08-28T04:00:00,46,5.89,5.82,4.57,5.97,0.73,0,0,0,0,267.75,-0.6501,74.18,CAUTION
MILK_07209,2026-08-08T14:00:00,141,3.34,3.81,3.2,4.3,2.44,0,0,0,0,537.68,0.3094,0.0,UNSAFE
MILK_07210,2026-08-16T05:00:00,117,5.05,5.06,3.91,5.22,1.07,0,0,0,0,592.56,-0.8847,11.84,CAUTION
MILK_07211,2026-08-10T05:00:00,126,2.78,3.22,2.78,4.34,0.62,0,0,0,0,405.29,0.3667,0.0,UNSAFE
MILK_07212,2026-08-07T01:00:00,31,0.89,0.69,-0.17,2.18,0.19,0,0,0,0,21.34,0.8845,109.57,SAFE
MILK_07213,2026-08-26T23:00:00,122,1.29,1.74,1.58,2.05,1.04,0,0,0,0,212.82,1.2541,41.39,SAFE
MILK_07214,2026-08-16T02:00:00,115,1.52,1.56,0.93,2.85,1.02,0,0,0,0,179.96,-1.1579,22.76,SAFE
MILK_07215,2026-08-14T15:00:00,77,4.34,4.03,2.86,4.59,0.48,0,0,0,0,310.25,0.2462,89.17,CAUTION
MILK_07216,2026-08-07T08:00:00,55,1.69,1.81,1.26,2.24,2.5,0,0,0,0,99.81,0.6794,77.76,SAFE
MILK_07217,2026-08-17T22:00:00,80,2.88,2.51,1.96,2.78,1.61,0,0,0,0,200.93,-0.6968,30.83,SAFE
MILK_07218,2026-08-25T13:00:00,8,5.72,5.6,4.98,6.14,0.96,2,0,2,1,44.78,-1.3937,135.45,CAUTION
MILK_07219,2026-08-13T09:00:00,59,1.41,1.49,0.69,2.74,0.31,0,0,0,0,87.9,-0.3413,107.38,SAFE
MILK_07220,2026-08-04T03:00:00,142,2.66,2.79,2.64,3.35,1.43,0,0,0,0,396.41,0.6153,25.91,SAFE
MILK_07221,2026-08-10T13:00:00,13,4.15,4.5,2.91,5.13,1.86,0,0,0,0,58.46,0.7058,79.1,CAUTION
MILK_07222,2026-08-30T05:00:00,41,24.44,21.7,18.92,24.59,1.64,25,15,1,17,889.56,0.5142,0.0,UNSAFE
MILK_07223,2026-08-18T22:00:00,165,0.85,0.86,0.04,1.17,1.04,0,0,0,0,142.38,-0.2203,0.0,UNSAFE
MILK_07224,2026-08-16T08:00:00,33,4.23,3.4,1.8,4.94,1.54,0,0,0,0,112.25,-0.6684,62.37,CAUTION
MILK_07225,2026-08-15T15:00:00,136,11.86,7.36,4.42,14.5,0.26,44,11,4,12,1001.39,-0.3552,0.0,UNSAFE
MILK_07226,2026-08-04T13:00:00,164,1.4,1.26,0.55,2.57,2.21,0,0,0,0,206.65,-0.5015,0.0,UNSAFE
MILK_07227,2026-08-27T15:00:00,102,5.18,4.24,2.73,5.43,2.02,0,0,0,0,431.99,-0.4788,0.0,UNSAFE
MILK_07228,2026-08-10T23:00:00,48,2.96,3.33,2.94,4.09,1.08,0,0,0,0,159.78,-0.4549,101.34,SAFE
MILK_07229,2026-08-21T06:00:00,161,3.47,3.77,3.49,4.26,1.29,0,0,0,0,606.76,0.1824,0.0,UNSAFE
MILK_07230,2026-08-28T19:00:00,113,1.31,0.81,0.42,1.28,0.28,0,0,0,0,91.52,0.212,37.86,SAFE
MILK_07231,2026-08-30T10:00:00,71,1.99,1.75,1.08,1.98,0.26,0,0,0,0,124.39,0.0856,79.71,SAFE
MILK_07232,2026-08-01T12:00:00,31,1.46,1.16,0.47,1.95,1.68,0,0,0,0,36.07,-1.2767,132.87,SAFE
MILK_07233,2026-08-15T22:00:00,156,4.86,5.04,3.66,4.93,1.38,0,0,0,0,785.7,0.8213,0.0,UNSAFE
MILK_07234,2026-08-12T16:00:00,14,5.93,5.35,3.76,6.85,0.55,12,0,2,11,74.92,0.5934,52.82,CAUTION
MILK_07235,2026-08-07T14:00:00,69,3.12,3.51,2.83,4.03,1.13,0,0,0,0,241.87,0.591,41.6,SAFE
MILK_07236,2026-08-03T16:00:00,99,3.22,3.39,2.6,4.46,0.58,0,0,0,0,335.47,1.154,31.0,SAFE
MILK_07237,2026-08-09T00:00:00,111,2.51,2.32,1.5,3.29,2.43,0,0,0,0,256.99,0.4138,0.0,UNSAFE
MILK_07238,2026-08-17T14:00:00,148,4.35,3.78,3.09,4.58,1.67,0,0,0,0,559.79,0.0434,0.0,UNSAFE
MILK_07239,2026-08-16T23:00:00,110,0.55,1.04,0.72,2.2,1.93,0,0,0,0,114.7,-0.5106,39.11,SAFE
MILK_07240,2026-08-03T19:00:00,5,11.66,5.38,2.94,13.45,2.29,3,2,2,2,26.88,-1.4543,126.5,UNSAFE
MILK_07241,2026-08-26T23:00:00,1,3.1,3.23,2.74,4.63,2.36,0,0,0,0,3.23,-0.1101,74.06,SAFE
MILK_07242,2026-08-21T07:00:00,48,3.32,2.96,2.15,3.77,2.37,0,0,0,0,142.26,0.8158,92.54,SAFE
MILK_07243,2026-08-18T10:00:00,79,0.94,0.61,0.18,1.11,1.81,0,0,0,0,47.83,0.1722,12.38,SAFE
MILK_07244,2026-08-24T11:00:00,164,3.1,3.52,3.1,4.06,1.52,0,0,0,0,577.74,0.5331,0.0,UNSAFE
MILK_07245,2026-08-23T11:00:00,37,22.32,23.92,19.25,24.17,1.23,25,20,4,7,885.05,-0.5449,0.0,UNSAFE
MILK_07246,2026-08-04T22:00:00,7,2.38,1.88,1.31,2.9,0.75,0,0,0,0,13.17,-0.8968,83.39,SAFE
MILK_07247,2026-08-30T03:00:00,132,2.76,2.54,1.91,2.94,1.31,0,0,0,0,334.87,-0.3116,0.0,UNSAFE
MILK_07248,2026-08-11T00:00:00,79,23.53,18.12,15.05,23.95,1.02,33,3,2,5,1431.25,-0.9139,0.0,UNSAFE
MILK_07249,2026-08-30T10:00:00,43,8.81,5.01,2.5,11.28,0.18,35,33,4,16,215.41,1.3676,91.56,UNSAFE
MILK_07250,2026-08-22T14:00:00,17,1.9,1.98,1.66,3.21,1.12,0,0,0,0,33.68,1.2143,150.65,SAFE
MILK_07251,2026-08-27T06:00:00,133,5.17,5.35,3.4,5.77,2.22,0,0,0,0,711.0,-1.0789,0.23,CAUTION
MILK_07252,2026-08-10T12:00:00,20,24.91,23.19,21.03,25.6,1.45,19,14,1,3,463.82,-0.6018,0.0,UNSAFE
MILK_07253,2026-08-08T15:00:00,35,3.76,3.72,3.56,4.17,0.91,0,0,0,0,130.12,-0.547,74.05,SAFE
MILK_07254,2026-08-24T11:00:00,122,9.02,7.15,4.18,9.05,0.14,21,2,4,15,872.45,0.1025,22.02,UNSAFE
MILK_07255,2026-08-27T06:00:00,160,1.95,2.09,1.38,3.46,0.42,0,0,0,0,334.49,0.6112,0.0,UNSAFE
MILK_07256,2026-08-25T12:00:00,92,3.47,3.11,2.45,4.05,1.53,0,0,0,0,285.9,-0.0964,14.28,SAFE
MILK_07257,2026-08-12T16:00:00,132,24.28,22.68,20.37,26.02,0.93,65,23,3,54,2993.69,0.2736,0.0,UNSAFE
MILK_07258,2026-08-08T16:00:00,83,3.32,2.93,2.47,3.81,1.52,0,0,0,0,243.32,-0.568,44.2,SAFE
MILK_07259,2026-08-24T18:00:00,41,1.02,0.64,-0.13,1.74,2.39,0,0,0,0,26.13,1.2068,80.65,SAFE
MILK_07260,2026-08-26T14:00:00,130,1.57,1.83,1.14,2.08,1.16,0,0,0,0,237.83,-0.0765,36.83,SAFE
MILK_07261,2026-08-15T06:00:00,63,3.42,3.31,2.98,4.51,0.11,0,0,0,0,208.43,0.4582,68.92,SAFE
MILK_07262,2026-08-21T04:00:00,32,2.99,3.24,2.8,3.64,2.28,0,0,0,0,103.77,-1.3054,41.81,SAFE
MILK_07263,2026-08-22T17:00:00,118,2.94,2.93,2.34,4.05,1.23,0,0,0,0,345.93,1.3235,48.29,SAFE
MILK_07264,2026-08-21T07:00:00,30,1.61,1.23,0.26,2.39,2.33,0,0,0,0,36.93,0.3366,60.5,SAFE
MILK_07265,2026-08-03T17:00:00,17,4.69,4.44,3.66,5.44,2.1,0,0,0,0,75.43,0.8067,73.35,CAUTION
MILK_07266,2026-08-13T15:00:00,2,7.78,5.88,3.53,9.01,2.21,1,1,3,1,11.77,-0.4555,122.72,UNSAFE
MILK_07267,2026-08-18T19:00:00,104,2.25,1.85,1.69,3.32,2.41,0,0,0,0,192.06,0.3931,4.32,SAFE
MILK_07268,2026-08-16T07:00:00,72,0.9,0.97,-0.02,1.93,2.14,0,0,0,0,69.66,0.6195,56.54,SAFE
MILK_07269,2026-08-17T13:00:00,119,5.9,5.18,3.76,6.62,1.72,70,0,3,2,616.56,-1.0564,15.96,CAUTION
MILK_07270,2026-08-30T09:00:00,151,3.32,3.44,2.66,3.57,0.14,0,0,0,0,519.43,0.3787,0.0,UNSAFE
MILK_07271,2026-08-23T14:00:00,157,8.71,6.38,5.38,9.42,0.32,41,40,1,1,1002.02,0.2299,0.0,UNSAFE
MILK_07272,2026-08-08T08:00:00,92,0.54,0.16,-0.17,1.38,0.26,0,0,0,0,14.29,1.4345,69.6,SAFE
MILK_07273,2026-08-10T10:00:00,132,7.55,7.74,5.6,8.51,0.5,54,11,2,20,1021.03,1.4387,0.0,UNSAFE
MILK_07274,2026-08-18T14:00:00,1,3.76,3.49,2.84,4.75,1.18,0,0,0,0,3.49,0.3066,166.0,SAFE
MILK_07275,2026-08-25T15:00:00,23,2.38,2.72,2.06,3.88,1.01,0,0,0,0,62.59,-0.2174,117.18,SAFE
MILK_07276,2026-08-13T21:00:00,25,3.02,2.86,2.48,3.65,0.35,0,0,0,0,71.49,-1.1116,97.77,SAFE
MILK_07277,2026-08-11T20:00:00,66,24.47,20.19,16.94,25.23,2.19,17,5,4,8,1332.74,-0.8201,0.0,UNSAFE
MILK_07278,2026-08-18T07:00:00,150,5.28,5.4,3.53,6.04,0.2,70,0,1,35,809.84,0.1493,0.0,UNSAFE
MILK_07279,2026-08-29T04:00:00,139,2.61,2.75,1.78,4.19,1.52,0,0,0,0,382.76,1.4779,0.0,UNSAFE
MILK_07280,2026-08-06T08:00:00,166,0.79,1.01,0.56,1.73,0.14,0,0,0,0,166.89,-1.2844,0.0,UNSAFE
MILK_07281,2026-08-01T05:00:00,34,5.29,5.15,4.1,6.12,1.71,17,0,4,1,174.93,0.1223,95.27,CAUTION
MILK_07282,2026-08-28T21:00:00,156,5.22,5.26,4.03,5.48,1.16,0,0,0,0,820.7,-0.8696,0.0,UNSAFE
MILK_07283,2026-08-25T05:00:00,9,24.16,23.53,19.85,24.53,1.13,6,2,2,5,211.74,0.4442,0.0,UNSAFE
MILK_07284,2026-08-19T11:00:00,71,2.46,2.33,1.79,2.96,0.52,0,0,0,0,165.49,-1.4343,1.82,SAFE
MILK_07285,2026-08-28T04:00:00,47,1.38,1.68,1.05,2.22,1.39,0,0,0,0,79.16,1.492,82.7,SAFE
MILK_07286,2026-08-26T03:00:00,1,1.64,1.79,1.58,2.05,1.39,0,0,0,0,1.79,-0.5988,111.5,SAFE
MILK_07287,2026-08-27T12:00:00,142,2.7,2.64,2.49,2.88,1.96,0,0,0,0,375.38,-0.5688,0.0,UNSAFE
MILK_07288,2026-08-04T20:00:00,82,1.64,1.72,1.21,2.05,0.7,0,0,0,0,141.01,-1.1941,55.37,SAFE
MILK_07289,2026-08-27T21:00:00,58,3.44,3.26,2.92,4.45,0.42,0,0,0,0,189.36,1.0788,103.97,SAFE
MILK_07290,2026-08-10T16:00:00,130,10.5,4.38,1.41,10.78,0.96,36,22,3,22,568.89,0.3912,0.0,UNSAFE
MILK_07291,2026-08-09T19:00:00,71,8.12,7.45,5.34,8.62,1.95,28,2,2,7,528.65,0.953,56.49,UNSAFE
MILK_07292,2026-08-10T06:00:00,84,22.19,23.24,19.28,22.36,0.58,29,17,1,11,1952.24,0.3796,0.0,UNSAFE
MILK_07293,2026-08-27T22:00:00,156,2.12,2.06,1.79,3.24,0.36,0,0,0,0,321.93,0.39,0.0,UNSAFE
MILK_07294,2026-08-10T13:00:00,85,8.53,6.81,3.98,10.3,0.53,21,5,4,8,578.83,-0.9984,2.13,UNSAFE
MILK_07295,2026-08-15T07:00:00,12,0.97,0.56,0.21,1.94,1.79,0,0,0,0,6.75,-0.2826,128.31,SAFE
MILK_07296,2026-08-15T23:00:00,38,1.21,1.06,0.34,1.91,1.84,0,0,0,0,40.33,-1.4586,104.27,SAFE
MILK_07297,2026-08-09T08:00:00,26,1.41,1.46,0.64,1.67,2.42,0,0,0,0,37.89,0.6872,70.9,SAFE
MILK_07298,2026-08-22T13:00:00,67,7.34,7.8,6.62,8.72,0.77,57,28,3,38,522.84,-0.9512,62.54,UNSAFE
MILK_07299,2026-08-12T02:00:00,74,1.55,1.16,0.22,1.93,2.18,0,0,0,0,85.88,-0.4211,19.37,SAFE
MILK_07300,2026-08-30T09:00:00,36,5.74,5.21,3.37,5.76,0.56,0,0,0,0,187.68,0.4111,99.58,CAUTION
MILK_07301,2026-08-18T07:00:00,89,4.39,3.67,2.97,5.1,1.31,0,0,0,0,326.76,-1.0195,41.49,CAUTION
